Commission Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,WEX Connect Rate,Exch. Fee Rate,Clearing Fee,Total Charge
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($3.20)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.8,0,($2.25)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($3.20)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($3.20)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.86,0,($3.24)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.8,0,($0.75)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.86,0,($0.81)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.8,0,($0.75)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.86,0,($0.81)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,5,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.15,0,$1.00 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.15,0,$0.80 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.15,0,$0.40 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.15,0,$0.60 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.8,0,($0.75)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.85,0,($3.20)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,5,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.85,0,($4.00)
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,10,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.0025,0,$0.53 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,6,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0,0,$0.30 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,10,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.79,0,$8.40 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,8,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.79,0,$6.72 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,25,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$22.50 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$3.60 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$3.60 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$3.60 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$2.70 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,21,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$18.90 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$2.70 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0,0,$0.10 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,15,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.85,0,$13.50 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,25,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$22.75 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,16,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$14.56 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,9,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$8.19 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,16,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$14.56 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,23,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$20.93 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$1.82 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,21,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$19.11 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,7,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$6.37 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,5,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$4.55 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$0.91 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,13,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$11.83 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$1.82 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$1.82 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$0.91 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,24,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$21.84 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$1.82 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,15,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$13.65 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$3.64 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,20,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$18.20 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$3.64 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$3.64 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,20,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$18.20 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$1.82 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,12,GGPI,GGPI,1/21/2022,$12.50 ,C,$0.20 ,VAZIRANI,Per Unit,0,0.86,0,$10.92 
0.05,10/21/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/21/2021,DFilippidis,WEX-BESTX-OPT,SLO,-194,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0,0,0,($9.70)
0.05,10/21/2021,DFilippidis,WEX-BESTX-OPT,SLO,194,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-BNP-230_ALLOCATIONS,Per Unit,0,0,0,$9.70 
0.05,10/21/2021,DFilippidis,WEX-SWEEP,BYO,-13,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI_ALLOCATIONS,Per Unit,0,0,0,($0.65)
0.05,10/21/2021,DFilippidis,WEX-SWEEP,BYO,13,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0,0,0,$0.65 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,42,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.0025,0,$2.21 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,20,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.48 ,GABELLI,Per Unit,0,-0.4,0,($7.00)
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,25,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$22.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,6,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.79,0,$5.04 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,14,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0,0,$0.70 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,19,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$17.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,6,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$5.40 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,8,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$7.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,11,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$9.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,18,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$16.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,16,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$14.40 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$1.80 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,19,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$17.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,6,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$5.40 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,25,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$22.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,6,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$5.40 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.50 ,GABELLI,Per Unit,0,0.85,0,$1.80 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,15,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$13.50 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,4,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,4,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,3,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.16 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,3,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,3,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,3,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,6,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$5.40 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.79,0,$0.84 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,3,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$2.70 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,3,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,4,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,4,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,2,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,2,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.11 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,17,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$15.30 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,5,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$4.50 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,2,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.85,0,($2.40)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.85,0,($2.40)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.8,0,($1.50)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.85,0,($3.20)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.8,0,($0.75)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.45 ,GABELLI,Per Unit,0,-0.86,0,($3.24)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,13,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$11.70 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,5,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$4.50 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,11,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$9.90 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,16,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$14.40 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,2,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$1.80 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.79,0,$0.84 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,14,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$12.60 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,7,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.79,0,$5.88 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,22,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$19.80 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,4,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,2,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$1.80 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,8,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$7.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,20,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.42 ,GABELLI,Per Unit,0,0,0,$1.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,42,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.43 ,GABELLI,Per Unit,0,0.0025,0,$2.21 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,7,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,-0.4,0,($2.45)
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.05 
